index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db
166,Rust Press / TIGHT,INDUSTRIAL,TIGHT,1,1,0.918279,0.0763131,12.2052,0,-3.09683e-09,-8.42098,-8.96877,-8.46996,-14.3645,-18.3397,-19.1745,-2.40233,-8.0082,0.458333,-137.672,-4.58515e-10,70.318
167,Broken Piston / TIGHT,INDUSTRIAL,TIGHT,1,1,0.920447,0.0720902,12.7114,0,-3.59406e-09,-9.08894,-10.9795,-9.35909,-13.987,-17.6814,-21.7818,-1.50579,-6.63956,0.294444,-137.526,-2.53399e-10,69.2522
168,Machine Teeth / TIGHT,INDUSTRIAL,TIGHT,1,1,0.918727,0.0747637,12.3823,0,-5.68194e-09,-8.49091,-9.88313,-8.93422,-14.0323,-17.8676,-20.7007,-1.84949,-7.44863,0.352778,-136.328,-1.34641e-10,68.9061
169,Underground Unit / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917177,0.0784187,11.9451,0,-3.49576e-10,-8.30467,-9.69119,-8.56324,-13.2055,-17.6049,-20.1517,-1.06767,-6.25335,0.45,-138.074,-1.16482e-09,70.3865
170,Industrial Clean / HEAVY,INDUSTRIAL,HEAVY,1,1,0.919463,0.0742867,12.6611,0,5.40856e-10,-8.92003,-9.65656,-9.01555,-14.5437,-18.6037,-19.9259,-2.44629,-7.32356,0.288889,-103.466,5.59643e-08,50.6757
171,Reactor Core / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922006,0.0736912,12.758,0,1.88355e-10,-8.76774,-9.64024,-8.99898,-14.7907,-18.9314,-19.9712,-2.3892,-7.69535,0.275,-103.39,7.25177e-08,50.7123
172,Black Foundry / HEAVY,INDUSTRIAL,HEAVY,1,1,0.913654,0.0758931,12.4774,0,-8.73921e-09,-8.72595,-9.78724,-8.93571,-14.4417,-18.0942,-20.3231,-1.72123,-6.72267,0.291667,-102.702,8.57061e-09,50.6075
173,Steel Chamber / HEAVY,INDUSTRIAL,HEAVY,1,1,0.915381,0.0724124,12.7937,0,-2.43116e-09,-8.84325,-9.52163,-8.9641,-14.9942,-19.5626,-19.7251,-2.22971,-7.85892,0.272222,-103.988,7.65013e-08,50.7969
174,Container Impact / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922571,0.0781288,12.3807,0.00208333,6.8714e-10,-8.56491,-9.47558,-8.85127,-14.2298,-17.8471,-20.3184,-2.18257,-6.7482,0.313889,-101.578,7.16623e-09,50.5902
175,Factory Floor / HEAVY,INDUSTRIAL,HEAVY,1,1,0.913343,0.0806595,12.0637,0,6.03387e-09,-8.41075,-9.57262,-8.59047,-13.759,-17.6838,-20.2912,-1.1617,-5.93454,0.361111,-100.911,1.02625e-08,50.7927
176,Rust Press / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922571,0.0795324,12.2502,0.0125,-5.82574e-08,-8.37744,-9.00198,-8.45132,-14.3046,-18.519,-19.414,-1.98789,-7.40595,0.458333,-100.534,-1.93134e-08,50.5187
177,Broken Piston / HEAVY,INDUSTRIAL,HEAVY,1,1,0.916578,0.0754264,12.5392,0,2.71134e-11,-8.82616,-9.9978,-9.10774,-14.1303,-18.1168,-20.8342,-1.66027,-6.26706,0.269444,-103.08,-1.13744e-08,50.666
178,Machine Teeth / HEAVY,INDUSTRIAL,HEAVY,1,1,0.918069,0.0760803,12.501,0,-7.99637e-10,-8.6837,-9.35556,-8.83062,-14.471,-18.6927,-20.0366,-2.0398,-7.44393,0.313889,-102.467,-1.67605e-08,50.8196
179,Underground Unit / HEAVY,INDUSTRIAL,HEAVY,1,1,0.917174,0.0821942,11.9604,0,4.42999e-09,-8.47771,-9.12075,-8.44771,-13.7005,-17.5801,-19.7542,-1.34016,-6.00836,0.411111,-100.549,-5.14429e-08,50.7376
180,Industrial Clean / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.92211,0.0809424,12.1651,0,3.85378e-09,-9.05252,-10.3493,-9.22121,-13.4505,-16.1528,-20.9392,-1.94417,-5.52136,0.322222,-101.45,-2.92361e-08,50.6561
181,Reactor Core / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.919042,0.0764099,12.5559,0,4.32707e-11,-9.04959,-10.0567,-9.41553,-14.2165,-17.1635,-20.8383,-2.53492,-6.3225,0.297222,-102.405,-2.19543e-09,50.7066
182,Black Foundry / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0786229,12.3785,0.00416667,-1.18176e-08,-9.18649,-10.7871,-9.30814,-13.6692,-16.4382,-21.5524,-1.35526,-5.45909,0.258333,-102.171,-3.99845e-08,50.7296
183,Steel Chamber / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0777374,12.4287,0.00833333,-2.0865e-08,-8.8298,-10.1939,-9.08158,-13.9943,-17.208,-20.6454,-1.70407,-6.11975,0.241667,-102.245,-2.05962e-08,50.5745
184,Container Impact / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0858225,11.7978,0.00625,-4.56364e-09,-8.73307,-10.0406,-9.01715,-13.0779,-15.5031,-21.3865,-1.65457,-4.94831,0.355556,-99.7522,1.77026e-08,50.6435
185,Factory Floor / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0872721,11.6276,0.00416667,-1.46022e-08,-8.60583,-10.084,-8.64959,-12.7417,-15.666,-21.227,-0.357655,-4.53608,0.383333,-99.6168,9.0178e-09,50.6211
186,Rust Press / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.919234,0.0848338,11.8222,0,7.19794e-11,-8.49255,-9.08138,-8.44003,-13.5325,-16.892,-19.7556,-1.96064,-6.30518,0.436111,-99.4064,-1.46912e-08,50.7296
187,Broken Piston / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0829796,12.014,0.00208333,-4.50783e-09,-9.14227,-10.9923,-9.19177,-13.0548,-15.6268,-21.9591,-1.22971,-4.48681,0.313889,-100.951,-6.35167e-08,50.6871
188,Machine Teeth / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.921067,0.0824679,12.001,0,-1.32053e-09,-8.59697,-9.81127,-8.64815,-13.4903,-16.8251,-20.5425,-1.35247,-5.80027,0.341667,-100.684,9.84238e-10,50.7208
189,Underground Unit / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0880779,11.5427,0.0145833,-8.29961e-08,-8.49486,-9.92006,-8.39521,-12.7721,-15.7446,-20.3853,-0.800442,-4.92579,0.433333,-99.595,1.12325e-07,50.7606
190,Industrial Clean / MUTANT,INDUSTRIAL,MUTANT,1,1,0.915165,0.0719288,12.6808,0,3.8237e-09,-8.97263,-9.95696,-9.30702,-14.3787,-18.2184,-20.3447,-2.41182,-7.76204,0.325,-133.981,-1.33576e-09,67.3432
191,Reactor Core / MUTANT,INDUSTRIAL,MUTANT,1,1,0.913974,0.0742539,12.6827,0,-3.93041e-09,-9.04322,-9.85883,-9.32682,-14.7655,-17.765,-20.0933,-2.74101,-7.39539,0.297222,-103.201,-7.04849e-08,50.6856
192,Black Foundry / MUTANT,INDUSTRIAL,MUTANT,1,1,0.921488,0.0750363,12.6626,0,5.94703e-09,-9.06878,-10.7051,-9.40938,-14.097,-17.3065,-20.9713,-1.64545,-6.26403,0.266667,-103.394,1.42684e-08,50.6745
193,Steel Chamber / MUTANT,INDUSTRIAL,MUTANT,1,1,0.917502,0.0759329,12.5208,0,-4.30874e-10,-8.74677,-10.0783,-9.06331,-14.41,-17.6275,-20.166,-1.95149,-6.79963,0.280556,-103.039,3.8119e-08,50.6875
194,Container Impact / MUTANT,INDUSTRIAL,MUTANT,1,1,0.922193,0.0765671,12.3099,0,-5.64726e-09,-8.54484,-10.081,-9.01019,-13.8796,-17.1111,-20.6907,-1.99174,-6.91965,0.363889,-129.648,-2.63353e-09,66.0968
195,Factory Floor / MUTANT,INDUSTRIAL,MUTANT,1,1,0.920663,0.0777929,12.1009,0,2.82207e-09,-8.48164,-9.93933,-8.73066,-13.4081,-17.3574,-20.5763,-0.983912,-6.23671,0.391667,-131.527,3.07003e-09,66.8537
196,Rust Press / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919412,0.0788938,12.072,0,-5.79127e-10,-8.37664,-8.91303,-8.4643,-14.2246,-17.6563,-19.0988,-2.46961,-7.58137,0.427778,-122.789,-2.16292e-09,62.534
197,Broken Piston / MUTANT,INDUSTRIAL,MUTANT,1,1,0.922571,0.0776223,12.3223,0.00208333,9.31118e-09,-9.06446,-10.9268,-9.24757,-13.4607,-16.5041,-21.6668,-1.20218,-5.55563,0.313889,-116.585,-5.19716e-09,58.6828
198,Machine Teeth / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919474,0.0803113,12.0843,0,6.94102e-10,-8.51291,-9.94695,-8.8756,-13.6065,-16.7439,-20.6027,-1.64481,-6.28567,0.358333,-108.958,-7.57079e-09,54.9324
199,Underground Unit / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919563,0.0820621,11.7746,0,1.64011e-09,-8.34464,-9.84279,-8.49187,-12.9908,-16.7665,-20.1247,-0.935083,-5.51645,0.436111,-117.39,-4.13522e-09,59.429
200,Rave Foundation,RAVE,CORE,1,1,0.918313,0.0847434,11.0026,0,-8.16749e-10,-7.33208,-5.14876,-7.68408,-13.647,-20.9081,-14.6685,-3.91294,-12.5573,0.591667,-300,0,0
201,Saw Pressure,RAVE,CORE,1,1,0.921873,0.0891177,10.6331,0,-5.33363e-09,-6.82208,-4.91813,-7.55785,-13.0769,-19.0416,-14.5035,-3.53604,-11.118,0.869444,-300,0,0
202,Warehouse Rave,RAVE,CORE,1,1,0.922571,0.0931299,10.2206,0.0270833,-5.32537e-08,-6.34448,-4.62703,-7.13755,-12.2555,-19.3503,-14.3259,-3.07328,-10.9071,1.28611,-300,0,0
203,Red Strobe,RAVE,CORE,1,1,0.921519,0.0869946,10.8072,0,9.17689e-09,-7.31656,-5.20003,-7.39594,-13.1954,-20.0402,-14.9895,-3.46336,-11.7972,0.586111,-300,0,0
204,Rave Saw,RAVE,CORE,1,1,0.920654,0.0878754,10.7491,0,6.20666e-09,-7.30869,-5.11831,-7.71657,-12.9655,-18.903,-14.8894,-3.53537,-10.5821,0.536111,-300,0,0
205,Overdrive 1999,RAVE,CORE,1,1,0.914429,0.084472,11.0429,0,7.05114e-09,-8.45977,-6.07702,-7.68971,-13.0931,-18.5432,-15.9307,-3.4711,-10.4888,0.205556,-300,0,0
206,Neon Tunnel,RAVE,CORE,1,1,0.922571,0.0894965,10.5636,0.0104167,-6.15624e-09,-6.72535,-4.94477,-7.27015,-12.7258,-20.4137,-15.1232,-3.15661,-12.1307,0.830556,-300,0,0
