display_name,family,wave,mode,tune,body,punch,length,drive,colour,metal,sub,impact,grit,shape,evolve,destroy,clipper,reverb,reverbDecay,width,space,calibration
Warehouse Rave / HEAVY,RAVE,4,HEAVY,54.839,0.5991,0.8499,238.69039999999998,0.68,0.6067,0.5866,0.9,0.7091,0.535,0.42969999999999997,0.4598,0.3831,0.4108,0.0,400.0,1.0,0.0,-5.0
Red Strobe / HEAVY,RAVE,4,HEAVY,51.15,0.8174,0.834,256.001,0.3596,0.5992999999999999,0.5146,0.8802000000000001,0.7637999999999999,0.76,0.2369,0.1469,0.73,0.6023000000000001,0.0,400.0,1.0,0.0,-5.0
Rave Saw / HEAVY,RAVE,4,HEAVY,53.312999999999995,0.6117,0.8926999999999999,312.13359999999994,0.3816,0.7079,0.5443,0.8487,0.9421999999999999,0.6992,0.5726,0.2256,0.3794,0.6645,0.0,400.0,1.0,0.0,-5.0
Overdrive 1999 / HEAVY,RAVE,4,HEAVY,53.878,0.7871,0.8619,320.85380000000004,0.32399999999999995,0.7312,0.9319,0.7137,0.7227,0.6885,0.6225,0.3458,0.5366,0.5857,0.0,400.0,1.0,0.0,-5.0
Neon Tunnel / HEAVY,RAVE,4,HEAVY,54.981,0.7438,0.8060999999999999,217.86339999999998,0.4078,0.8916999999999999,0.517,0.9,0.9561999999999999,0.6507000000000001,0.3435,0.4439,0.4998,0.48850000000000005,0.0,400.0,1.0,0.0,-5.0
Acid Hammer / HEAVY,RAVE,4,HEAVY,55.036,0.6424,0.9027999999999999,228.82559999999998,0.68,0.5631999999999999,0.6393,0.9,0.8951,0.4072,0.5483,0.5329,0.6317,0.68,0.0,400.0,1.0,0.0,-5.0
Alarm State / HEAVY,RAVE,4,HEAVY,57.382999999999996,0.82,0.7312,255.4346,0.548,0.8131999999999999,0.7851,0.7158,0.6921999999999999,0.3979,0.5965,0.2882,0.6624,0.3114,0.0,400.0,1.0,0.0,-5.0
Belgian Basement / HEAVY,RAVE,4,HEAVY,56.870999999999995,0.82,0.6882999999999999,261.78299999999996,0.5861000000000001,0.8822,0.8975,0.8113999999999999,0.8853,0.7195,0.5333,0.481,0.3697,0.518,0.0,400.0,1.0,0.0,-5.0
Rave Foundation / SUSTAIN,RAVE,4,SUSTAIN,51.587,0.7544000000000001,0.6464,297.3486,0.2835,0.7142000000000001,0.9299,0.7812,0.7292,0.6881,0.3896,0.4857,0.3759,0.4894,0.0,400.0,1.0,0.0,-5.0
Saw Pressure / SUSTAIN,RAVE,4,SUSTAIN,56.511,0.5477000000000001,0.6838,350.0,0.4319,0.95,0.7658999999999999,0.6026,0.8069999999999999,0.6241,0.2589,0.2351,0.6525,0.2808,0.0,400.0,1.0,0.0,-5.0
Warehouse Rave / SUSTAIN,RAVE,4,SUSTAIN,57.189,0.5541,0.8599,279.14639999999997,0.6756,0.6817000000000001,0.6616,0.7979,0.7041,0.54,0.4397,0.5648,0.3831,0.38079999999999997,0.0,400.0,1.0,0.0,-5.0
Red Strobe / SUSTAIN,RAVE,4,SUSTAIN,53.5,0.7724000000000001,0.844,299.39099999999996,0.3196,0.6743,0.5895999999999999,0.7302000000000001,0.7587999999999999,0.76,0.2469,0.2519,0.73,0.5723,0.0,400.0,1.0,0.0,-5.0
Rave Saw / SUSTAIN,RAVE,4,SUSTAIN,55.663,0.5667000000000001,0.9027,350.0,0.3416,0.7829,0.6193,0.6987,0.9371999999999999,0.7042,0.5826,0.3306,0.3794,0.6345,0.0,400.0,1.0,0.0,-5.0
Overdrive 1999 / SUSTAIN,RAVE,4,SUSTAIN,56.228,0.7421000000000001,0.8719,350.0,0.284,0.8062,0.95,0.5637000000000001,0.7177,0.6935,0.6325000000000001,0.4508,0.5366,0.5557,0.0,400.0,1.0,0.0,-5.0
Neon Tunnel / SUSTAIN,RAVE,4,SUSTAIN,57.331,0.6988000000000001,0.8160999999999999,254.78939999999997,0.3678,0.95,0.592,0.7924,0.9511999999999999,0.6557000000000001,0.3535,0.5489,0.4998,0.4585,0.0,400.0,1.0,0.0,-5.0
Acid Hammer / SUSTAIN,RAVE,4,SUSTAIN,57.386,0.5974,0.9128,267.60959999999994,0.6547,0.6382,0.7142999999999999,0.8045,0.8901,0.4122,0.5583,0.62,0.6317,0.667,0.0,400.0,1.0,0.0,-5.0
Alarm State / SUSTAIN,RAVE,4,SUSTAIN,59.733,0.8145,0.7412,298.7286,0.508,0.8882,0.8601,0.5658000000000001,0.6871999999999999,0.4029,0.6065,0.3932,0.6624,0.2814,0.0,400.0,1.0,0.0,-5.0
Belgian Basement / SUSTAIN,RAVE,4,SUSTAIN,59.221,0.8031,0.6982999999999999,306.15299999999996,0.5461,0.95,0.95,0.6614,0.8803,0.7245,0.5433,0.586,0.3697,0.488,0.0,400.0,1.0,0.0,-5.0
Rave Foundation / MUTANT,RAVE,4,MUTANT,51.587,0.6544,0.7314,198.2324,0.33849999999999997,0.7742,0.95,0.7312,0.8192,0.7131000000000001,0.4396,0.5007,0.4309,0.5244,0.0,400.0,1.0,0.0,-5.0
Saw Pressure / MUTANT,RAVE,4,MUTANT,56.511,0.44770000000000004,0.7688,236.5044,0.4869,0.95,0.7958999999999999,0.56,0.897,0.6491,0.3089,0.2501,0.7075,0.3158,0.0,400.0,1.0,0.0,-5.0
Warehouse Rave / MUTANT,RAVE,4,MUTANT,57.189,0.4541,0.9449000000000001,186.0976,0.68,0.7417,0.6916,0.7479,0.7941,0.565,0.4897,0.5798,0.4381,0.4158,0.0,400.0,1.0,0.0,-5.0
Red Strobe / MUTANT,RAVE,4,MUTANT,53.5,0.6724,0.929,199.594,0.3746,0.7343,0.6195999999999999,0.6802,0.8488,0.76,0.2969,0.2669,0.74,0.6073000000000001,0.0,400.0,1.0,0.0,-5.0
Rave Saw / MUTANT,RAVE,4,MUTANT,55.663,0.46670000000000006,0.9877,243.3584,0.3966,0.8429,0.6493,0.6486999999999999,0.99,0.7292000000000001,0.6325999999999999,0.3456,0.4344,0.6695,0.0,400.0,1.0,0.0,-5.0
Overdrive 1999 / MUTANT,RAVE,4,MUTANT,56.228,0.6421,0.9569000000000001,250.15720000000005,0.33899999999999997,0.8662,0.95,0.56,0.8077000000000001,0.7184999999999999,0.65,0.4658,0.5916,0.5907,0.0,400.0,1.0,0.0,-5.0
Neon Tunnel / MUTANT,RAVE,4,MUTANT,57.331,0.5988,0.9011,169.8596,0.4228,0.95,0.622,0.7424,0.99,0.6807000000000001,0.40349999999999997,0.5639000000000001,0.5548000000000001,0.49350000000000005,0.0,400.0,1.0,0.0,-5.0
Acid Hammer / MUTANT,RAVE,4,MUTANT,57.386,0.4974,0.99,178.4064,0.68,0.6981999999999999,0.7443,0.7545,0.9801000000000001,0.43720000000000003,0.6083,0.62,0.6867000000000001,0.68,0.0,400.0,1.0,0.0,-5.0
Alarm State / MUTANT,RAVE,4,MUTANT,59.733,0.7144999999999999,0.8262,199.1524,0.5630000000000001,0.9481999999999999,0.8901,0.56,0.7772,0.4279,0.65,0.4082,0.7174,0.3164,0.0,400.0,1.0,0.0,-5.0
Belgian Basement / MUTANT,RAVE,4,MUTANT,59.221,0.7031,0.7833,204.102,0.6011000000000001,0.95,0.95,0.6113999999999999,0.9703,0.7495,0.5932999999999999,0.601,0.42469999999999997,0.523,0.0,400.0,1.0,0.0,-5.0
